,Unnamed: 0,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg,Season,Team Performance,MPG
373,4245,Jason Maxiell,C,25,DET,78,4,1408,7.2,12.6,0.575,0.0,0.0,0.0,7.2,12.5,0.577,3.3,6.2,0.532,6.6,6.1,12.7,0.9,1.0,2.5,1.8,6.2,17.8,,120.0,108.0,2008-2009,Average,18.1
374,4801,Charlie Villanueva,PF,25,DET,78,16,1848,10.6,24.3,0.439,2.9,8.3,0.351,7.7,16.0,0.484,3.1,3.8,0.815,2.5,8.2,10.7,1.6,1.4,1.6,2.2,6.5,27.3,,108.0,110.0,2009-2010,Average,27.9
375,4606,Ben Gordon,SG,26,DET,62,17,1730,9.1,21.9,0.416,2.4,7.3,0.321,6.8,14.6,0.465,6.2,7.2,0.861,0.8,2.9,3.7,5.2,1.5,0.2,3.7,4.6,26.8,,106.0,114.0,2009-2010,Average,26.5
376,5038,Ben Gordon,SG,27,DET,82,27,2131,8.6,19.5,0.44,2.7,6.7,0.402,5.9,12.7,0.46,3.4,4.0,0.85,1.0,3.9,4.9,4.3,1.2,0.4,3.6,4.5,23.3,,104.0,115.0,2010-2011,Average,27.2
377,5138,Tracy McGrady*,SG,31,DET,72,39,1686,7.2,16.4,0.442,1.0,2.8,0.341,6.3,13.6,0.462,2.9,4.1,0.698,1.6,6.5,8.0,8.0,2.1,1.1,3.3,3.2,18.3,,104.0,110.0,2010-2011,Average,26.0
378,5579,Jonas Jerebko,PF,24,DET,64,13,1468,7.8,16.6,0.468,1.2,3.9,0.302,6.6,12.7,0.519,3.7,4.5,0.806,3.5,7.8,11.3,1.6,1.5,0.8,2.4,5.9,20.4,,109.0,106.0,2011-2012,Average,26.9
379,5517,Ben Gordon,SG,28,DET,52,21,1398,9.0,20.4,0.442,2.4,5.7,0.429,6.6,14.7,0.446,4.5,5.2,0.86,0.5,4.1,4.7,4.9,1.3,0.4,4.4,4.4,24.9,,101.0,109.0,2011-2012,Average,22.9
380,6187,Rodney Stuckey,SG,26,DET,76,24,2171,7.4,18.2,0.406,1.3,4.4,0.302,6.1,13.8,0.44,5.2,6.6,0.783,1.0,4.1,5.2,6.6,1.2,0.4,3.3,3.1,21.3,,103.0,111.0,2012-2013,Average,28.6
381,5935,Andre Drummond,C,19,DET,60,10,1243,8.8,14.5,0.608,0.0,0.1,0.5,8.8,14.5,0.609,2.5,6.8,0.371,7.2,12.2,19.4,1.3,2.5,4.0,2.4,6.1,20.2,,114.0,99.0,2012-2013,Average,20.7
382,6642,Kyle Singler,SF,25,DET,82,36,2337,5.8,13.0,0.447,2.0,5.3,0.382,3.8,7.7,0.492,3.3,4.0,0.826,2.5,4.0,6.6,1.6,1.3,0.8,1.7,4.6,17.0,,117.0,113.0,2013-2014,Average,28.5
383,6660,Rodney Stuckey,SG,27,DET,73,5,1950,9.6,22.1,0.436,0.6,2.3,0.273,9.0,19.8,0.455,6.3,7.6,0.836,1.0,3.4,4.4,3.9,1.4,0.3,3.2,3.4,26.2,,105.0,113.0,2013-2014,Average,26.7
384,6847,Caron Butler,SF,34,DET,78,21,1623,5.1,12.6,0.407,2.6,7.0,0.379,2.5,5.6,0.441,1.8,1.9,0.902,0.7,5.6,6.2,2.5,1.4,0.1,1.6,3.8,14.7,,108.0,109.0,2014-2015,Average,24.4
385,7060,Jodie Meeks,SG,27,DET,60,0,1462,7.9,18.9,0.416,2.6,7.5,0.349,5.2,11.4,0.46,5.1,5.7,0.906,0.4,3.3,3.7,2.8,2.1,0.2,2.0,2.7,23.5,,110.0,109.0,2014-2015,Average,20.8
386,7482,Stanley Johnson,SF,19,DET,73,6,1687,6.7,18.0,0.375,1.9,6.1,0.307,4.8,11.8,0.41,2.4,3.1,0.784,1.7,7.4,9.2,3.5,1.6,0.4,3.4,5.3,17.7,,91.0,106.0,2015-2016,Average,23.1
387,7655,Anthony Tolliver,PF,30,DET,72,5,1341,4.8,12.5,0.386,3.7,10.2,0.36,1.1,2.3,0.5,1.1,1.8,0.617,1.5,7.2,8.6,2.0,1.0,0.6,1.1,3.2,14.4,,113.0,107.0,2015-2016,Average,18.6
388,8113,Ish Smith,PG,28,DET,81,32,1955,8.5,19.4,0.439,0.7,2.7,0.267,7.8,16.6,0.467,1.9,2.6,0.706,0.5,5.5,6.1,10.8,1.6,0.9,2.9,3.3,19.6,,103.0,108.0,2016-2017,Average,25.9
389,7984,Jon Leuer,PF,27,DET,75,34,1944,8.1,16.8,0.48,1.3,4.3,0.293,6.8,12.4,0.545,2.5,2.9,0.867,2.7,7.8,10.4,2.9,0.8,0.7,1.7,3.8,19.9,,113.0,109.0,2016-2017,Average,24.1
390,8642,Ish Smith,PG,29,DET,82,35,2043,9.5,19.6,0.486,0.9,2.5,0.347,8.6,17.1,0.506,2.0,2.8,0.698,0.7,4.8,5.5,8.8,1.6,0.5,2.6,3.4,21.8,,109.0,109.0,2017-2018,Average,24.9
391,8666,Anthony Tolliver,PF,32,DET,79,14,1757,6.2,13.4,0.464,4.5,10.4,0.436,1.7,3.0,0.561,3.0,3.8,0.797,1.4,5.4,6.8,2.6,0.9,0.6,1.6,4.1,20.0,,126.0,110.0,2017-2018,Average,22.2
392,8927,Langston Galloway,SG,27,DET,80,4,1745,6.4,16.6,0.388,3.8,10.7,0.355,2.6,5.8,0.449,2.3,2.7,0.844,1.4,3.4,4.8,2.4,1.0,0.2,0.7,3.8,19.0,,115.0,113.0,2018-2019,Average,22.8
393,9012,Luke Kennard,SG,22,DET,63,10,1437,7.8,17.8,0.438,3.6,9.2,0.394,4.2,8.6,0.486,1.7,2.1,0.836,0.4,5.9,6.3,3.9,0.9,0.3,2.0,3.2,21.0,,110.0,112.0,2018-2019,Average,22.3
394,9447,Langston Galloway,SG,28,DET,66,6,1702,6.8,15.7,0.435,3.8,9.6,0.399,3.0,6.1,0.493,2.1,2.5,0.859,1.0,3.4,4.3,2.9,1.4,0.3,1.2,2.8,19.6,,118.0,116.0,2019-2020,bottom,32.9
395,9766,Christian Wood,PF,24,DET,62,12,1325,10.7,18.9,0.567,2.0,5.2,0.386,8.7,13.7,0.636,6.7,9.0,0.744,3.9,10.6,14.5,2.2,1.3,2.0,3.1,3.6,30.1,,123.0,110.0,2019-2020,bottom,28.4
396,10045,Josh Jackson,SG,23,DET,62,25,1560,9.3,22.2,0.419,2.4,8.1,0.3,6.9,14.2,0.487,5.0,6.9,0.729,1.8,6.2,8.0,4.5,1.7,1.5,4.5,5.6,26.0,,97.0,112.0,2020-2021,bottom,25.8
397,10237,Isaiah Stewart,C,19,DET,68,14,1455,7.6,13.8,0.553,0.7,2.1,0.333,6.9,11.7,0.592,2.2,3.1,0.696,5.4,9.9,15.3,2.0,1.3,2.9,2.3,6.2,18.1,,118.0,109.0,2020-2021,bottom,25.2
398,10571,Killian Hayes,PG,20,DET,66,40,1647,5.2,13.6,0.383,1.3,4.9,0.263,3.9,8.7,0.452,1.7,2.2,0.77,1.1,5.2,6.2,8.2,2.3,1.0,3.3,5.4,13.4,,97.0,113.0,2021-2022,bottom,36.0
399,10625,Cory Joseph,PG,30,DET,65,39,1600,5.4,12.2,0.445,2.0,4.8,0.414,3.4,7.4,0.465,3.0,3.4,0.885,0.9,4.4,5.3,7.2,1.3,0.5,2.6,4.5,15.9,,115.0,116.0,2021-2022,bottom,25.0
400,11097,Jalen Duren,C,19,DET,67,31,1670,7.5,11.6,0.648,0.0,0.1,0.0,7.5,11.5,0.652,2.8,4.6,0.611,6.6,10.6,17.3,2.2,1.3,1.7,2.7,5.3,17.8,,126.0,116.0,2022-2023,bottom,33.3
401,11201,Cory Joseph,PG,31,DET,62,2,1227,5.9,13.9,0.427,2.8,7.1,0.389,3.2,6.8,0.468,2.3,2.8,0.792,0.8,3.4,4.2,8.6,1.3,0.4,2.2,3.5,16.9,,119.0,122.0,2022-2023,bottom,24.9
402,82,Vonteego Cummings,PG,23,GSW,75,11,1793,7.4,18.4,0.405,1.4,4.2,0.325,6.1,14.1,0.429,3.6,4.7,0.751,1.6,3.6,5.2,6.9,2.6,0.4,3.7,4.9,19.8,,99.0,109.0,1999-2000,bottom,32.5
403,115,Tony Farmer,PF,30,GSW,74,9,1199,5.3,13.1,0.407,0.3,1.8,0.182,5.0,11.2,0.444,8.5,11.1,0.766,5.0,7.4,12.4,3.1,2.8,0.7,3.4,7.0,19.5,,109.0,106.0,1999-2000,bottom,23.9
404,514,Vonteego Cummings,PG,24,GSW,66,11,1495,6.1,17.6,0.344,1.6,4.9,0.336,4.4,12.8,0.348,2.7,4.0,0.681,1.6,3.1,4.7,7.7,2.3,0.5,3.1,5.5,16.5,,94.0,109.0,2000-2001,bottom,33.8
405,556,Adonal Foyle,C,25,GSW,58,37,1457,5.5,13.1,0.416,0.0,0.0,,5.5,13.1,0.416,1.1,2.4,0.441,5.5,8.7,14.2,1.7,1.1,5.5,2.8,4.8,12.0,,89.0,103.0,2000-2001,bottom,32.9
406,1242,Bob Sura,PG,28,GSW,78,5,1780,7.1,16.8,0.424,1.2,3.8,0.316,5.9,13.0,0.455,6.7,9.4,0.72,2.5,4.8,7.3,7.8,2.5,0.5,3.8,4.6,22.2,,110.0,109.0,2001-2002,bottom,24.6
407,1011,Adonal Foyle,C,26,GSW,79,36,1485,5.8,13.2,0.444,0.0,0.0,,5.8,13.2,0.444,1.3,3.2,0.398,5.1,8.0,13.1,1.4,1.2,5.7,2.6,6.1,13.0,,93.0,104.0,2001-2002,bottom,22.8
408,1439,Adonal Foyle,C,27,GSW,82,0,1787,5.3,9.8,0.536,0.0,0.0,0.0,5.3,9.8,0.538,2.0,3.0,0.673,5.0,8.9,14.0,1.1,1.1,5.8,2.1,6.1,12.5,,113.0,104.0,2002-2003,Average,21.8
409,1358,Earl Boykins,PG,26,GSW,68,0,1321,7.7,17.9,0.429,1.1,3.0,0.377,6.6,14.9,0.439,6.7,7.7,0.865,1.3,2.0,3.4,8.5,1.5,0.2,2.8,2.9,23.1,,118.0,114.0,2002-2003,Average,20.5
410,1811,Calbert Cheaney,SF,32,GSW,79,7,2067,7.2,14.9,0.481,0.0,0.3,0.0,7.2,14.7,0.489,1.2,2.0,0.61,2.0,4.7,6.7,3.5,1.6,0.3,2.2,4.8,15.6,,100.0,106.0,2003-2004,Average,32.2
411,1805,Brian Cardinal,PF,26,GSW,76,11,1634,7.2,15.2,0.472,1.8,4.1,0.444,5.4,11.2,0.482,7.8,8.9,0.878,3.3,7.1,10.4,3.4,2.2,0.7,2.7,6.7,24.0,,123.0,103.0,2003-2004,Average,26.6
412,2304,Derek Fisher,PG,30,GSW,74,32,2222,6.9,17.5,0.393,2.5,6.7,0.371,4.4,10.7,0.407,4.1,4.7,0.862,0.9,4.2,5.0,7.0,1.8,0.1,3.0,4.1,20.3,,106.0,109.0,2004-2005,Average,30.0
413,2485,Mickaël Piétrus,SF,22,GSW,67,3,1340,8.2,19.2,0.427,2.6,7.5,0.344,5.6,11.8,0.48,5.4,7.8,0.698,2.5,4.8,7.3,3.1,1.8,0.7,3.5,5.3,24.4,,104.0,108.0,2004-2005,Average,20.0
414,2761,Derek Fisher,PG,31,GSW,82,36,2589,7.2,17.6,0.41,2.3,5.9,0.397,4.9,11.8,0.417,4.8,5.8,0.833,0.7,3.5,4.2,7.0,2.5,0.2,3.1,4.7,21.6,,108.0,107.0,2005-2006,Average,31.6
415,2948,Mickaël Piétrus,SF,23,GSW,52,18,1179,7.4,18.2,0.404,2.4,7.7,0.318,4.9,10.6,0.467,3.8,6.2,0.608,2.5,4.6,7.1,1.9,1.4,0.4,3.4,5.8,21.0,,95.0,108.0,2005-2006,Average,22.7
416,3418,Mickaël Piétrus,SF,24,GSW,72,38,1937,7.1,14.6,0.488,2.3,6.0,0.388,4.8,8.6,0.558,3.4,5.2,0.648,2.0,6.1,8.2,1.5,1.2,1.4,2.6,5.5,20.0,,109.0,108.0,2006-2007,Average,27.0
417,3137,Matt Barnes,PF,26,GSW,76,23,1813,7.3,16.8,0.438,2.8,7.7,0.366,4.5,9.0,0.5,2.4,3.3,0.732,2.4,6.9,9.3,4.2,1.9,1.1,2.8,5.0,19.9,,107.0,107.0,2006-2007,Average,26.9
418,3590,Kelenna Azubuike,SG,24,GSW,81,17,1732,7.3,16.5,0.445,2.0,5.5,0.364,5.3,11.0,0.485,2.8,3.9,0.717,3.0,6.1,9.1,2.1,1.3,1.0,1.6,4.5,19.4,,112.0,111.0,2007-2008,Average,21.4
419,3595,Matt Barnes,PF,27,GSW,73,18,1414,6.4,15.2,0.423,1.8,6.2,0.293,4.6,9.0,0.513,2.0,2.7,0.747,3.2,7.9,11.1,4.8,1.6,1.2,2.9,5.5,16.7,,105.0,108.0,2007-2008,Average,19.9
420,4368,C.J. Watson,PG,24,GSW,77,18,1883,6.7,14.6,0.457,1.2,3.1,0.4,5.4,11.5,0.473,4.4,5.0,0.87,1.0,4.0,5.0,5.3,2.5,0.1,2.4,3.6,19.0,,114.0,114.0,2008-2009,Average,35.7
421,4350,Ronny Turiaf,C,26,GSW,79,26,1696,5.4,10.6,0.508,0.0,0.1,0.0,5.4,10.5,0.512,2.8,3.6,0.79,2.5,7.8,10.4,4.8,1.0,4.8,2.0,7.0,13.5,,116.0,110.0,2008-2009,Average,31.1
422,4714,Anthony Morrow,SG,24,GSW,69,37,2018,7.8,16.7,0.468,3.3,7.3,0.456,4.5,9.4,0.477,2.4,2.7,0.886,1.4,4.7,6.1,2.5,1.5,0.4,2.0,3.7,21.3,,113.0,114.0,2009-2010,Average,32.6
423,4808,C.J. Watson,PG,25,GSW,65,15,1788,6.6,14.1,0.468,1.2,3.9,0.31,5.4,10.2,0.527,3.4,4.4,0.771,0.7,3.8,4.5,4.8,2.8,0.2,1.8,3.3,17.8,,112.0,112.0,2009-2010,Average,29.2
424,5265,Reggie Williams,SF,24,GSW,80,9,1626,8.3,17.8,0.469,3.2,7.5,0.423,5.2,10.3,0.502,3.1,4.2,0.746,1.4,5.3,6.7,3.8,0.9,0.1,1.8,3.9,23.0,,118.0,114.0,2010-2011,Average,20.3
425,5186,Vladimir Radmanović,PF,30,GSW,74,6,1169,5.9,13.8,0.431,3.0,7.5,0.405,2.9,6.3,0.462,1.3,1.5,0.882,2.8,6.4,9.2,3.4,1.9,1.9,2.5,6.8,16.2,,110.0,110.0,2010-2011,Average,17.8
426,5707,Brandon Rush,SF,26,GSW,65,1,1717,7.1,14.2,0.501,3.0,6.6,0.452,4.1,7.6,0.544,2.0,2.5,0.793,1.0,6.6,7.6,2.7,1.1,1.8,2.1,1.9,19.2,,115.0,110.0,2011-2012,Average,28.2
427,5750,Klay Thompson,SG,21,GSW,66,29,1608,10.3,23.2,0.443,3.6,8.7,0.414,6.7,14.5,0.46,2.6,2.9,0.868,0.8,4.4,5.2,4.3,1.6,0.6,3.3,5.0,26.7,,102.0,111.0,2011-2012,Average,26.4
428,6021,Jarrett Jack,SG,29,GSW,79,4,2349,8.4,18.5,0.452,1.8,4.4,0.404,6.6,14.1,0.466,3.6,4.3,0.843,0.5,4.8,5.3,9.5,1.3,0.2,3.4,2.9,22.1,,110.0,108.0,2012-2013,Average,29.7
429,6061,Carl Landry,PF,29,GSW,81,2,1876,8.8,16.3,0.54,0.0,0.1,0.333,8.8,16.2,0.541,6.0,7.4,0.817,4.9,8.2,13.1,1.8,0.9,0.8,3.1,5.1,23.7,,116.0,106.0,2012-2013,Average,24.6
430,6328,Harrison Barnes,SF,21,GSW,78,24,2204,6.1,15.4,0.399,1.5,4.3,0.347,4.6,11.1,0.419,2.9,4.1,0.718,1.5,5.5,7.0,2.6,1.5,0.5,1.9,3.6,16.7,,100.0,105.0,2013-2014,Average,28.3
431,6448,Draymond Green,SF,23,GSW,82,12,1797,5.2,12.7,0.407,1.5,4.6,0.333,3.7,8.2,0.449,2.3,3.4,0.667,2.4,9.0,11.4,4.2,2.8,2.0,2.5,6.4,14.2,,102.0,98.0,2013-2014,Average,21.9
432,6983,Andre Iguodala,SF,31,GSW,77,0,2069,5.5,11.7,0.466,1.7,5.0,0.349,3.7,6.7,0.553,1.6,2.7,0.596,1.0,5.0,6.1,5.4,2.1,0.6,2.1,2.4,14.3,,110.0,103.0,2014-2015,top,26.9
433,7033,Shaun Livingston,PG,29,GSW,78,2,1468,6.6,13.2,0.5,0.0,0.1,0.0,6.6,13.1,0.503,2.2,3.0,0.714,1.4,4.7,6.1,8.6,1.6,0.7,3.4,3.7,15.3,,107.0,104.0,2014-2015,top,18.8
434,7468,Andre Iguodala,SF,32,GSW,65,1,1732,4.9,10.3,0.478,1.5,4.3,0.351,3.4,6.0,0.57,1.4,2.3,0.614,1.5,5.9,7.3,6.1,2.0,0.5,2.2,2.8,12.7,,115.0,105.0,2015-2016,top,26.6
435,7512,Shaun Livingston,PG,30,GSW,78,3,1520,6.5,12.0,0.536,0.1,0.4,0.167,6.4,11.7,0.548,2.5,3.0,0.86,1.3,4.0,5.4,7.5,1.8,0.9,2.5,4.5,15.5,,119.0,106.0,2015-2016,top,19.5
436,7938,Andre Iguodala,SF,33,GSW,76,0,1998,5.3,10.0,0.528,1.5,4.3,0.362,3.7,5.7,0.651,1.7,2.5,0.706,1.2,6.1,7.3,6.3,1.8,0.9,1.4,2.3,13.8,,129.0,105.0,2016-2017,top,26.3
437,7988,Shaun Livingston,PG,31,GSW,76,3,1345,6.2,11.3,0.547,0.0,0.1,0.333,6.2,11.2,0.55,1.5,2.1,0.7,1.0,4.4,5.4,5.0,1.4,0.7,2.2,4.3,13.9,,110.0,108.0,2016-2017,top,17.7
438,8445,Andre Iguodala,SF,34,GSW,64,7,1622,4.4,9.5,0.463,1.0,3.5,0.282,3.4,6.0,0.567,1.6,2.6,0.632,1.5,5.8,7.3,6.2,1.6,1.1,2.0,2.9,11.4,,113.0,109.0,2017-2018,top,25.3
439,8711,Nick Young,SG,32,GSW,80,8,1393,7.0,16.9,0.412,4.3,11.3,0.377,2.7,5.6,0.481,1.9,2.2,0.862,0.7,3.6,4.3,1.2,1.3,0.2,1.3,3.5,20.1,,106.0,112.0,2017-2018,top,22.4
440,8984,Andre Iguodala,SF,35,GSW,68,13,1578,4.6,9.1,0.5,1.4,4.3,0.333,3.1,4.8,0.652,1.2,2.0,0.582,1.4,6.2,7.6,6.5,1.8,1.5,1.6,2.9,11.7,,124.0,109.0,2018-2019,top,25.7
441,9036,Kevon Looney,C,22,GSW,80,24,1481,7.0,11.1,0.625,0.0,0.3,0.1,6.9,10.8,0.641,2.1,3.4,0.619,6.2,7.2,13.4,4.0,1.5,1.7,1.6,6.8,16.1,,135.0,109.0,2018-2019,top,23.2
442,9651,Eric Paschall,PF,23,GSW,60,26,1654,9.2,18.5,0.497,1.1,3.7,0.287,8.1,14.8,0.55,4.7,6.1,0.774,2.4,5.6,8.0,3.7,0.9,0.4,2.7,3.6,24.2,,110.0,117.0,2019-2020,bottom,29.1
443,9558,Damion Lee,SG,27,GSW,49,36,1423,7.2,17.2,0.417,2.9,8.0,0.356,4.3,9.1,0.471,3.7,4.2,0.873,1.1,7.0,8.0,4.5,1.7,0.2,2.3,3.9,20.9,,108.0,114.0,2019-2020,bottom,29.0
444,9866,Kent Bazemore,SF,31,GSW,67,18,1333,6.2,13.8,0.449,2.6,6.5,0.408,3.6,7.3,0.486,1.9,2.7,0.692,0.9,7.2,8.1,3.8,2.4,1.2,2.9,5.6,16.9,,101.0,108.0,2020-2021,Average,21.4
445,10085,Kevon Looney,C,24,GSW,61,34,1161,4.4,8.0,0.548,0.2,0.7,0.235,4.2,7.3,0.578,1.3,1.9,0.646,4.7,8.3,13.0,4.8,0.8,0.9,1.5,5.5,10.2,,130.0,111.0,2020-2021,Average,20.9
446,10758,Otto Porter Jr.,PF,28,GSW,63,15,1396,6.7,14.5,0.464,2.8,7.5,0.37,3.9,7.0,0.565,1.7,2.1,0.803,3.0,9.6,12.6,3.3,2.4,1.0,1.3,2.9,18.0,,121.0,104.0,2021-2022,top,29.4
447,10644,Damion Lee,SG,29,GSW,63,5,1256,6.6,14.9,0.441,2.4,7.3,0.337,4.1,7.6,0.541,2.6,2.9,0.88,1.0,6.8,7.9,2.4,1.5,0.2,1.5,3.7,18.1,,111.0,109.0,2021-2022,top,22.2
448,11085,Donte DiVincenzo,SG,26,GSW,72,36,1894,5.9,13.5,0.435,3.7,9.4,0.397,2.1,4.0,0.525,1.4,1.8,0.817,2.0,6.1,8.1,6.3,2.4,0.2,2.8,3.3,16.9,,117.0,113.0,2022-2023,Average,32.2
449,11217,Jonathan Kuminga,PF,20,GSW,67,16,1394,8.8,16.8,0.525,1.8,4.9,0.37,7.0,11.9,0.59,3.0,4.7,0.652,2.4,5.5,7.8,4.2,1.4,1.1,3.2,5.3,22.6,,112.0,115.0,2022-2023,Average,26.3
450,254,Cuttino Mobley,SG,24,HOU,81,8,2496,8.9,20.7,0.43,2.1,6.0,0.356,6.8,14.8,0.46,6.1,7.2,0.847,1.2,4.7,5.9,4.2,1.8,0.7,3.8,3.5,26.1,,106.0,107.0,1999-2000,Average,31.0
451,366,Kenny Thomas,PF,22,HOU,72,29,1797,6.0,15.1,0.399,0.9,3.5,0.262,5.1,11.6,0.44,3.9,5.9,0.66,4.2,8.2,12.4,3.2,1.5,0.6,3.2,4.7,16.8,,99.0,105.0,1999-2000,Average,30.8
452,794,Kenny Thomas,PF,23,HOU,74,21,1820,6.0,13.6,0.443,0.7,2.7,0.272,5.3,10.9,0.485,2.7,3.7,0.722,3.6,8.6,12.2,2.2,1.2,1.3,3.4,5.2,15.4,,97.0,104.0,2000-2001,Average,24.6
453,696,Moochie Norris,PG,27,HOU,82,6,1654,5.9,13.3,0.446,0.8,2.9,0.281,5.1,10.4,0.491,4.8,6.2,0.778,1.4,4.9,6.4,9.1,2.2,0.1,3.4,2.7,17.5,,111.0,105.0,2000-2001,Average,22.0
454,1156,Moochie Norris,PG,28,HOU,82,26,2249,6.1,15.3,0.398,0.9,3.2,0.269,5.2,12.0,0.433,3.1,4.1,0.751,1.8,4.2,6.0,9.8,2.0,0.1,3.8,3.1,16.1,,101.0,111.0,2001-2002,Average,30.3
455,1027,Eddie Griffin,PF,19,HOU,73,24,1896,7.0,19.1,0.366,2.6,7.8,0.33,4.4,11.3,0.392,1.8,2.5,0.744,3.4,8.6,11.9,1.5,0.5,3.8,1.3,3.4,18.4,,101.0,107.0,2001-2002,Average,27.4
456,1617,Glen Rice,SF,35,HOU,62,26,1532,6.9,16.1,0.429,3.6,9.0,0.398,3.4,7.2,0.468,2.2,2.9,0.759,1.0,4.4,5.4,2.3,0.8,0.2,1.9,3.5,19.6,,112.0,108.0,2002-2003,Average,24.7
457,1667,Maurice Taylor,PF,26,HOU,67,9,1377,9.1,21.0,0.432,0.0,0.1,0.0,9.1,20.9,0.433,3.9,5.4,0.725,3.7,5.6,9.3,2.6,0.9,0.9,3.9,5.9,22.1,,94.0,106.0,2002-2003,Average,20.6
458,2077,Maurice Taylor,PF,27,HOU,75,10,2081,9.6,20.1,0.48,0.0,0.1,0.0,9.6,20.0,0.481,3.4,4.6,0.736,3.4,6.6,10.1,2.8,1.1,1.2,3.9,6.6,22.6,,98.0,100.0,2003-2004,Average,27.7
459,2025,Eric Piatkowski,SF,33,HOU,49,0,703,5.6,14.8,0.377,3.3,9.5,0.352,2.3,5.4,0.42,1.1,1.2,0.875,0.8,4.9,5.7,2.0,1.2,0.4,2.3,3.3,15.6,,97.0,102.0,2003-2004,Average,14.3
460,2452,Dikembe Mutombo*,C,38,HOU,80,2,1212,4.8,9.7,0.498,0.0,0.0,,4.8,9.7,0.498,4.7,6.4,0.741,6.7,12.3,19.0,0.4,0.7,4.5,2.3,6.0,14.4,,117.0,96.0,2004-2005,Average,25.7
461,2472,Scott Padgett,PF,28,HOU,66,0,942,5.6,13.4,0.421,2.9,7.2,0.397,2.8,6.1,0.449,1.7,2.3,0.725,2.7,7.9,10.6,3.2,1.9,0.6,1.7,6.8,15.8,,112.0,101.0,2004-2005,Average,15.2
462,2808,Luther Head,SG,23,HOU,80,27,2310,6.0,14.9,0.403,2.7,7.4,0.361,3.3,7.5,0.445,2.0,2.9,0.699,0.8,5.5,6.3,5.1,2.1,0.2,2.8,4.0,16.7,,100.0,104.0,2005-2006,Average,28.9
463,3002,Stromile Swift,C,26,HOU,66,5,1344,9.1,18.6,0.491,0.0,0.1,0.0,9.1,18.5,0.493,5.5,8.5,0.651,4.2,7.6,11.8,1.0,1.5,2.0,3.7,8.0,23.8,,100.0,102.0,2005-2006,Average,20.4
464,3276,Luther Head,SG,24,HOU,80,10,2211,7.3,16.8,0.437,4.2,9.6,0.441,3.1,7.2,0.431,2.0,2.5,0.79,0.7,5.3,6.0,4.6,1.8,0.1,3.3,3.2,20.9,,107.0,102.0,2006-2007,Average,27.6
465,3288,Juwan Howard,PF,33,HOU,80,38,2123,7.7,16.6,0.465,0.0,0.0,,7.7,16.6,0.465,3.9,4.7,0.824,3.4,8.3,11.7,3.3,0.7,0.2,2.8,5.1,19.3,,105.0,103.0,2006-2007,Average,26.5
466,3881,Luis Scola,PF,27,HOU,82,39,2024,9.1,17.6,0.515,0.0,0.1,0.0,9.1,17.5,0.517,4.1,6.2,0.668,4.6,9.2,13.8,2.8,1.6,0.5,2.8,6.2,22.2,,111.0,101.0,2007-2008,Average,24.7
467,3725,Luther Head,SG,25,HOU,73,17,1379,7.9,18.4,0.432,3.0,8.7,0.351,4.9,9.7,0.504,2.5,3.1,0.815,0.7,4.5,5.2,5.3,1.7,0.3,2.7,2.9,21.5,,108.0,104.0,2007-2008,Average,19.9
468,4072,Aaron Brooks,PG,24,HOU,80,35,1998,8.4,20.9,0.404,3.0,8.2,0.366,5.4,12.6,0.428,4.0,4.6,0.866,0.9,3.3,4.2,6.3,1.2,0.2,3.3,4.0,23.8,,105.0,108.0,2008-2009,Average,33.7
469,4226,Carl Landry,PF,25,HOU,69,0,1467,8.7,15.2,0.574,0.0,0.1,0.333,8.7,15.1,0.576,5.7,7.0,0.813,4.5,7.9,12.4,1.4,0.9,1.1,2.5,6.0,23.1,,123.0,104.0,2008-2009,Average,25.0
470,4686,Kyle Lowry,PG,23,HOU,68,0,1651,5.7,14.3,0.397,1.1,4.2,0.272,4.5,10.1,0.448,6.6,8.0,0.827,2.8,4.8,7.6,9.4,1.9,0.3,3.6,5.3,19.2,,113.0,109.0,2009-2010,Average,24.3
471,4523,Chase Budinger,SF,21,HOU,74,4,1488,8.5,19.4,0.441,3.2,8.5,0.369,5.4,10.8,0.497,2.3,3.0,0.77,1.3,6.2,7.5,3.0,1.2,0.4,1.6,2.9,22.5,,111.0,110.0,2009-2010,Average,20.1
472,4958,Chase Budinger,SF,22,HOU,78,22,1738,8.2,19.2,0.425,2.6,8.0,0.325,5.6,11.2,0.497,3.5,4.0,0.855,1.5,6.7,8.2,3.7,1.2,0.5,2.0,3.3,22.4,,110.0,110.0,2010-2011,Average,22.3
473,5113,Courtney Lee,SG,25,HOU,81,1,1723,7.5,17.0,0.439,2.1,5.1,0.408,5.4,11.9,0.453,2.8,3.5,0.792,1.5,4.7,6.2,3.0,1.7,0.5,2.0,3.0,19.9,,108.0,110.0,2010-2011,Average,21.3
474,5605,Courtney Lee,SG,26,HOU,58,26,1757,7.5,17.3,0.433,2.6,6.5,0.401,4.9,10.8,0.452,2.1,2.6,0.826,0.8,4.0,4.7,2.6,2.0,0.7,1.9,3.2,19.7,,106.0,107.0,2011-2012,Average,32.1
